,county,fr_vote_A_a,fr_vote_A_b,fr_vote_A_c,fr_vote_B_a,fr_vote_B_b,fr_vote_B_c,fr_vote_C_a,fr_vote_C_b,fr_vote_C_c,fr_vote_D_a,fr_vote_D_b,fr_vote_D_c,fr_vote_E_a,fr_vote_E_b,fr_vote_E_c,fr_vote_F_a,fr_vote_F_b,fr_vote_F_c,fr_vote_G_a,fr_vote_G_b,fr_vote_G_c
77,JACKSON,0.005379,0.006779,0.006,0.007253000000000001,0.007474,0.006977,0.0048969999999999994,0.006095000000000001,0.01,0.005600000000000001,0.006119,0.005,0.005946,0.007940999999999998,0.0,0.005017000000000001,0.006612,0.01,0.004468,0.005023,0.006500000000000001
78,JASPER,0.005495,0.006956,0.0,0.007269,0.00762,0.0075,0.006154,0.006,0.0,0.003676,0.004688,0.0,0.00875,0.006667000000000001,0.0,0.006452,0.005217,0.0,0.003987,0.004118,0.0
79,JEFF DAVIS,0.004673,0.0060209999999999994,0.0,0.006888999999999999,0.007062000000000001,0.0075,0.004286,0.004286,0.0,0.003613,0.004013,0.0,0.0025,0.006667000000000001,0.0,0.002414,0.002903,0.0,0.0032340000000000003,0.0032270000000000003,0.01
80,JEFFERSON,0.005359,0.006984000000000001,0.008,0.00758,0.007687,0.006667000000000001,0.003333,0.003889,0.0,0.005652000000000001,0.006087,0.0,0.004286,0.004286,0.0,0.005385,0.004889,0.01,0.004114,0.004703,0.0075
81,JENKINS,0.004988,0.006546,0.0,0.007122,0.007431,0.005,0.005,0.008333,0.005,0.004286,0.003333,0.0,0.003333,0.003333,0.0,0.001667,0.006429000000000001,0.0,0.0036469999999999996,0.0033520000000000004,0.0
82,JOHNSON,0.0055509999999999995,0.007365999999999999,0.0,0.0077540000000000005,0.007745000000000001,0.003333,0.009167000000000002,0.007143,0.0,0.002857,0.003333,0.0,0.005,0.01,0.0,0.005,0.0,0.0,0.003,0.0042710000000000005,0.0
83,JONES,0.006587999999999999,0.0076430000000000005,0.0,0.007241,0.0074540000000000006,0.007143,0.006,0.006934999999999999,0.0,0.0052380000000000005,0.006750000000000001,0.0,0.006842,0.005294,0.0,0.006071,0.006279,0.0,0.003477,0.0044329999999999994,0.0
84,LAMAR,0.005363,0.006851,0.0,0.007155,0.0074719999999999995,0.0075,0.006842,0.004444,0.0,0.004,0.005,0.0,0.002667,0.008,0.0,0.0042369999999999994,0.006129,0.0,0.004307999999999999,0.005396,0.0
85,LANIER,0.004791,0.00586,0.0,0.006051,0.005861,0.01,0.005333,0.006071,0.0,0.003968,0.004795000000000001,0.0,0.003333,0.006154,0.0,0.005516999999999999,0.004651,0.0,0.004033,0.005223,0.0
86,LAURENS,0.005138,0.006417000000000001,0.0041670000000000006,0.007484000000000001,0.007574999999999999,0.008462,0.0072640000000000005,0.007059000000000001,0.005,0.004452,0.004843,0.0,0.0025,0.004242,0.01,0.005214,0.005621,0.0,0.003796,0.004947999999999999,0.008333
87,LEE,0.006121,0.007056,0.002727,0.007098999999999999,0.007332,0.005333,0.005917,0.0065379999999999995,0.005,0.004925,0.005843,0.005,0.003928999999999999,0.006,0.0,0.0055049999999999995,0.006279,0.0,0.004381,0.005012,0.0036840000000000006
88,LIBERTY,0.0053549999999999995,0.006076000000000001,0.003333,0.005554,0.005626,0.007778,0.0035619999999999996,0.005285,0.0,0.003513,0.003999,0.0,0.003953,0.004614999999999999,0.0,0.004175,0.004484,0.0,0.0026170000000000004,0.00358,0.006667000000000001
89,LINCOLN,0.006313,0.0072640000000000005,0.0,0.007723,0.0077269999999999995,0.0,0.0075,0.005833,0.0,0.005333,0.004286,0.0,0.002857,0.007143,0.0,0.004091,0.006111,0.01,0.00485,0.0061270000000000005,0.0
90,LONG,0.004916,0.005793,0.0,0.006156,0.005932,0.004,0.004583,0.0052439999999999995,0.0,0.003978,0.003876,0.0,0.006667000000000001,0.005789,0.0,0.004949,0.005163999999999999,0.005,0.003135,0.00375,0.005714
91,LOWNDES,0.004325,0.005511,0.004545,0.006293999999999999,0.0064069999999999995,0.005714,0.004966,0.005546,0.003333,0.00386,0.004381,0.01,0.004621,0.004961999999999999,0.0,0.003968,0.004947,0.01,0.0033649999999999995,0.0040149999999999995,0.003023
92,LUMPKIN,0.003426,0.005632000000000001,0.0,0.0069099999999999995,0.007092,0.009000000000000001,0.00619,0.006392999999999999,0.0,0.0045179999999999994,0.005876,0.0,0.005738,0.006739,0.0,0.005524,0.0049570000000000005,0.0,0.004277,0.0048590000000000005,0.007143
93,MACON,0.005333,0.006585,0.0,0.007084999999999999,0.007162999999999999,0.01,0.006222,0.0067859999999999995,0.0,0.0025,0.004717,0.0,0.003333,0.0,0.0,0.002632,0.001364,0.0,0.0041979999999999995,0.005078,0.01
94,MADISON,0.005405,0.007143999999999999,0.0,0.007293999999999999,0.007353000000000001,0.007308,0.006263000000000001,0.006884999999999999,0.0,0.004746,0.005370000000000001,0.0,0.006,0.005217,0.0,0.005,0.006129,0.01,0.004451,0.005123,0.005
95,MARION,0.0059,0.007654000000000001,0.0,0.007506999999999999,0.007351000000000001,0.006,0.004091,0.005600000000000001,0.0,0.005097999999999999,0.006304,0.0,0.005,0.005714,0.0,0.005333,0.006923,0.0,0.0049570000000000005,0.005543,0.01
96,MCDUFFIE,0.005094,0.006563,0.0,0.007170000000000001,0.0072299999999999994,0.0,0.0048,0.005,0.0,0.00403,0.005412,0.0,0.004,0.005714,0.0,0.0048389999999999996,0.005676,0.0,0.005844,0.005352,0.0
97,MCINTOSH,0.0059689999999999995,0.007340000000000001,0.0,0.0069900000000000006,0.006958,0.01,0.004375,0.006470999999999999,0.0,0.004444,0.0034619999999999994,0.0,0.006,0.004545,0.0,0.005526,0.0042,0.0,0.004587,0.005728,0.0
98,MERIWETHER,0.005483,0.007067,0.0,0.00732,0.007443000000000001,0.008333,0.006470999999999999,0.007391,0.0,0.005122,0.005932,0.0,0.005,0.006,0.01,0.005741,0.005440999999999999,0.01,0.003887,0.005434,0.0
99,MILLER,0.004637,0.006182999999999999,0.0,0.007319,0.007536,0.0,0.005,0.0075,0.0,0.004545,0.004444,0.0,0.0,0.006667000000000001,0.0,0.002857,0.003333,0.01,0.003889,0.0042,0.0
100,MITCHELL,0.004858,0.006513,0.005,0.007129000000000001,0.007344,0.007143,0.009524,0.0068969999999999995,0.0,0.00375,0.0034939999999999997,0.0,0.006667000000000001,0.002857,0.0,0.0026829999999999996,0.0032500000000000003,0.0,0.0032280000000000004,0.004155,0.00625
101,MONROE,0.005856,0.007216,0.005,0.00753,0.007737000000000001,0.0075,0.006875,0.007606000000000001,0.01,0.004526,0.006500000000000001,0.0,0.0029410000000000005,0.005861999999999999,0.0,0.005464,0.006126,0.01,0.005256,0.006234000000000001,0.003636
102,MONTGOMERY,0.005637,0.006896,0.01,0.007391,0.0075450000000000005,0.006667000000000001,0.006,0.00375,0.0,0.004423,0.004035,0.0,0.006667000000000001,0.005,0.0,0.005833,0.0031579999999999998,0.0,0.003235,0.003669,0.01
103,MORGAN,0.005644,0.007234000000000001,0.0075,0.008012,0.008144,0.005714,0.006207000000000001,0.006999999999999999,0.0,0.005797,0.006267,0.0,0.005,0.005556,0.0,0.0048649999999999995,0.006087,0.0,0.005265,0.006396000000000001,0.01
104,MURRAY,0.003947,0.0049180000000000005,0.0,0.00687,0.00689,0.008333,0.004545,0.0060609999999999995,0.0,0.004464,0.005946,0.006667000000000001,0.0042109999999999995,0.005625,0.0,0.005301,0.005357,0.0,0.004168,0.004732,0.006667000000000001
105,MUSCOGEE,0.004992,0.006205,0.003478,0.006418,0.006589,0.005974,0.005323,0.006212,0.004444,0.004578,0.005024000000000001,0.006364,0.004113,0.00461,0.01,0.004331000000000001,0.005142,0.004286,0.0038309999999999998,0.00469,0.004667
106,NEWTON,0.0057740000000000005,0.006966,0.0025,0.0071129999999999995,0.00735,0.00875,0.005841,0.005848,0.01,0.00469,0.005445,0.01,0.004667,0.005067,0.0,0.004884,0.005675,0.01,0.0036880000000000003,0.004525,0.008571
107,OCONEE,0.006192,0.00722,0.003333,0.008225,0.00837,0.0076,0.007422,0.0076029999999999995,0.01,0.006562,0.00753,0.006667000000000001,0.005625,0.007778,0.0,0.006584,0.0075840000000000005,0.005,0.006205,0.006796,0.006842
108,OGLETHORPE,0.005699000000000001,0.007236,0.0,0.007641,0.007918999999999999,0.004545,0.005714,0.006500000000000001,0.0,0.005545,0.005934,0.0,0.004444,0.01,0.0,0.0066,0.005926,0.01,0.004928,0.005516,0.006667000000000001
109,PAULDING,0.006254999999999999,0.007287,0.007419,0.0070279999999999995,0.007347,0.008243,0.005742000000000001,0.0068379999999999995,0.01,0.005752,0.006559000000000001,0.007143,0.005,0.006131,0.01,0.005689,0.006543000000000001,0.01,0.005285,0.006076000000000001,0.007659999999999999
110,PEACH,0.005293,0.0065390000000000005,0.008,0.007241,0.007261,0.00625,0.005909,0.006377000000000001,0.0,0.004224,0.005563,0.0,0.007221999999999999,0.006429000000000001,0.0,0.005686,0.005596,0.0,0.004171,0.005124,0.003333
111,PICKENS,0.004444,0.005481000000000001,0.0,0.007165,0.0073019999999999995,0.0,0.006222,0.005849,0.0,0.005377000000000001,0.0058,0.0,0.004737,0.0085,0.0,0.005686,0.006462,0.0,0.003962,0.0044329999999999994,0.0
112,PIERCE,0.005,0.006097,0.005,0.007298,0.0073939999999999995,0.006875,0.004706,0.006429000000000001,0.01,0.004792,0.0053620000000000004,0.0,0.005833,0.006364,0.0,0.005,0.0035479999999999995,0.0,0.004404999999999999,0.004914,0.006667000000000001
113,PIKE,0.005986,0.007592,0.0,0.0076950000000000005,0.007875,0.009000000000000001,0.008571,0.006999999999999999,0.0,0.005556,0.006792,0.0,0.0075,0.006,0.0,0.005682,0.007619,0.0,0.005274999999999999,0.006293999999999999,0.01
114,POLK,0.00517,0.006529,0.006667000000000001,0.007187,0.0071979999999999995,0.0068000000000000005,0.0048389999999999996,0.007037,0.0,0.00436,0.00626,0.01,0.003,0.006154,0.0,0.004831,0.005043,0.01,0.004286,0.0053490000000000005,0.004
115,PULASKI,0.004739999999999999,0.006196,0.0,0.0072510000000000005,0.007253000000000001,0.01,0.008125,0.0075,0.0,0.0051849999999999995,0.005385,0.0,0.0025,0.0075,0.0,0.0037140000000000003,0.005122,0.0,0.003966,0.004369,0.0
116,PUTNAM,0.005504,0.0068920000000000006,0.01,0.0077469999999999995,0.007854000000000002,0.006667000000000001,0.004,0.006512,0.0,0.0051329999999999995,0.005746,0.0,0.005333,0.006667000000000001,0.0,0.004667,0.005600000000000001,0.0,0.00477,0.005606,0.004
117,QUITMAN,0.006202000000000001,0.006473,0.0,0.006971,0.0068000000000000005,0.0,0.006667000000000001,0.005,0.0,0.006667000000000001,0.00625,0.0,0.005,0.004444,0.0,0.006,0.006667000000000001,0.0,0.004255,0.004614999999999999,0.0
118,RABUN,0.004412,0.004634,0.0,0.007337,0.007451999999999999,0.006111,0.008,0.005926,0.0,0.003939000000000001,0.005565,0.0,0.003846,0.005556,0.0,0.006215999999999999,0.005897,0.0,0.005258,0.005465,0.01
119,RANDOLPH,0.005762,0.007025,0.004,0.007842,0.007606000000000001,0.0,0.004,0.005,0.0,0.0075,0.003636,0.0,0.003333,0.0075,0.0,0.004444,0.006667000000000001,0.0,0.00266,0.005952000000000001,0.0025
120,RICHMOND,0.0052770000000000004,0.006517,0.0033990000000000005,0.00619,0.0064670000000000005,0.00513,0.004626,0.005383,0.001429,0.004251,0.004646,0.0015380000000000003,0.0035950000000000005,0.004686,0.0,0.004288,0.004958,0.0031579999999999998,0.003575,0.004576,0.002805
121,ROCKDALE,0.006206000000000001,0.007209,0.006304,0.006667000000000001,0.0069830000000000005,0.004737,0.006082,0.006583,0.0,0.004444,0.005586,0.006667000000000001,0.004935,0.004795000000000001,0.0,0.005085999999999999,0.005814000000000001,0.0075,0.004749000000000001,0.005805,0.005294
122,SCHLEY,0.005814000000000001,0.0073939999999999995,0.0,0.007940000000000001,0.008062,0.01,0.002,0.006154,0.0,0.005833,0.005516999999999999,0.0,0.0,0.01,0.0,0.004545,0.007143,0.01,0.0054,0.004894,0.0
123,SCREVEN,0.005267000000000001,0.00662,0.01,0.007456000000000001,0.0076619999999999995,0.008571,0.004667,0.006,0.0,0.004815,0.005,0.0,0.004,0.004,0.0,0.006,0.005217,0.0,0.002596,0.0035960000000000002,0.01
124,SEMINOLE,0.004319,0.005825,0.0,0.007112,0.007254,0.01,0.0075,0.00625,0.0,0.005294,0.005516999999999999,0.0,0.0,0.004,0.0,0.004375,0.006818000000000001,0.0,0.003768,0.004929,0.01
125,SPALDING,0.004697,0.006007,0.005263,0.0066949999999999996,0.006895,0.0064,0.005364,0.005939,0.0,0.004377000000000001,0.004888,0.0,0.004898,0.004222,0.0,0.004034,0.005304,0.0,0.0036700000000000005,0.004879,0.005516999999999999
126,STEPHENS,0.004614999999999999,0.005574,0.0,0.0065569999999999995,0.006576000000000001,0.004286,0.004375,0.006,0.0,0.005152,0.0054,0.01,0.004444,0.005263,0.0,0.004051,0.004614999999999999,0.0,0.003478,0.004461,0.001429
127,STEWART,0.005273,0.006803,0.005,0.006861000000000001,0.007197,0.01,0.005,0.0025,0.0,0.006667000000000001,0.0025,0.0,0.0,0.0,0.0,0.005,0.0075,0.01,0.004032,0.005965000000000001,0.0
128,SUMTER,0.005370000000000001,0.006515999999999999,0.007143,0.007494,0.007667,0.006999999999999999,0.007170000000000001,0.005455,0.0,0.004554,0.004351,0.0,0.006,0.006,0.0,0.005938,0.004783,0.0,0.003431,0.0050609999999999995,0.0025
129,TALBOT,0.006803,0.008,0.0,0.0076170000000000005,0.007679,0.0,0.01,0.008333,0.0,0.005714,0.005263,0.0,0.006667000000000001,0.008,0.0,0.00375,0.004737,0.005,0.005417000000000001,0.006154,0.0
130,TALIAFERRO,0.0065639999999999995,0.007784,0.0,0.007481,0.008056,0.0,0.0,0.01,0.0,0.004286,0.003333,0.0,0.0,0.0,0.0,0.006,0.0025,0.0,0.004828,0.006842,0.01
131,TATTNALL,0.005171,0.0062439999999999996,0.003333,0.007237,0.007311,0.006667000000000001,0.0063159999999999996,0.007241,0.0,0.003372,0.0049570000000000005,0.0,0.005556,0.004286,0.0,0.004821000000000001,0.004727,0.0,0.0028199999999999996,0.003285,0.005
132,TAYLOR,0.005490999999999999,0.006731999999999999,0.0,0.007657,0.007812,0.01,0.004444,0.005,0.0,0.005,0.006071,0.0,0.01,0.01,0.0,0.0041670000000000006,0.005833,0.0,0.004181000000000001,0.005828,0.01
133,TELFAIR,0.005472,0.006733,0.01,0.007491,0.007280999999999999,0.003333,0.005,0.01,0.0,0.0034999999999999996,0.0065379999999999995,0.0,0.005714,0.008,0.0,0.002381,0.005556,0.0,0.003281,0.003895,0.01
134,TERRELL,0.0048259999999999996,0.006584,0.004286,0.007795000000000001,0.0078049999999999994,0.01,0.005333,0.004286,0.0,0.005385,0.002727,0.0,0.0025,0.0025,0.0,0.0051849999999999995,0.003182,0.0,0.00315,0.004307999999999999,0.0
135,THOMAS,0.005095000000000001,0.0066359999999999995,0.003333,0.0073750000000000005,0.007522,0.007308,0.005196000000000001,0.006078,0.0,0.004403000000000001,0.005842000000000001,0.0,0.005484,0.005,0.0,0.005246,0.006015,0.0,0.004791,0.005499,0.004286
136,TIFT,0.004078,0.005353,0.0034999999999999996,0.007164,0.007258,0.0075,0.005897,0.006154,0.01,0.0038780000000000004,0.004525,0.01,0.0025,0.006154,0.0,0.0036450000000000007,0.00442,0.01,0.004199,0.004600999999999999,0.0055000000000000005
137,TOOMBS,0.004567,0.0058460000000000005,0.0,0.007221,0.007409,0.007332999999999999,0.005854000000000001,0.0065910000000000005,0.0,0.003502,0.004583,0.01,0.004286,0.005,0.0,0.0043939999999999995,0.004444,0.0,0.0027489999999999997,0.0033039999999999996,0.005
138,TOWNS,0.0042109999999999995,0.005600000000000001,0.0,0.0074340000000000005,0.007440000000000001,0.0075,0.005333,0.007778,0.0,0.0069440000000000005,0.006065999999999999,0.01,0.001,0.005,0.0,0.0070209999999999995,0.007209,0.0,0.006224,0.006377000000000001,0.0
139,TREUTLEN,0.005508,0.007123999999999999,0.0,0.007049,0.00747,0.01,0.004,0.008333,0.0,0.005455,0.004444,0.0,0.01,0.0,0.0,0.0075,0.003,0.0,0.004234000000000001,0.005161,0.006667000000000001
140,TROUP,0.004819,0.006311,0.0025,0.007090000000000001,0.0072310000000000004,0.006207000000000001,0.005455,0.006059,0.0,0.005171,0.005769,0.0075,0.004074,0.006154,0.0,0.004654,0.004743,0.008,0.0041270000000000005,0.004841,0.003333
141,TURNER,0.004600999999999999,0.006344,0.01,0.007249,0.007403,0.005,0.0025,0.003125,0.0,0.005405,0.005405,0.0,0.006667000000000001,0.006,0.0,0.003889,0.00375,0.0,0.00406,0.005534,0.0
142,TWIGGS,0.006267,0.007667,0.0,0.007037,0.007031999999999999,0.01,0.006,0.0075,0.0,0.005263,0.004333,0.0,0.005,0.006,0.0,0.004688,0.005357,0.0,0.004703,0.005294,0.0025
143,UNION,0.003871,0.0045000000000000005,0.01,0.007685,0.007825,0.007143,0.0060609999999999995,0.0075,0.0,0.006235000000000001,0.006696,0.0,0.006111,0.008571,0.0,0.007701,0.006804000000000001,0.0,0.0064269999999999996,0.0070079999999999995,0.005714
144,UPSON,0.005965000000000001,0.006971,0.006667000000000001,0.007265000000000001,0.007483,0.008182,0.005882000000000001,0.005263,0.0,0.004255,0.0055000000000000005,0.0,0.004667,0.002222,0.0,0.005440999999999999,0.006375,0.0,0.004233,0.005143,0.00625
145,WALKER,0.005084000000000001,0.005913000000000001,0.01,0.006615000000000001,0.006663,0.007059000000000001,0.0067610000000000005,0.006049,0.0,0.00461,0.004909,0.0,0.005294,0.00575,0.0,0.0047220000000000005,0.005640999999999999,0.0,0.0044340000000000004,0.004882999999999999,0.007332999999999999
146,WALTON,0.005365999999999999,0.006445000000000001,0.007059000000000001,0.007458,0.007724,0.007442,0.004556,0.006101,0.0025,0.005131,0.006145,0.006667000000000001,0.004699,0.005902000000000001,0.0,0.005621,0.006031,0.006667000000000001,0.0052049999999999996,0.0057729999999999995,0.008
147,WARE,0.005013999999999999,0.005908,0.0,0.007199,0.0072970000000000005,0.005625,0.006182,0.005652000000000001,0.0,0.005556,0.004286,0.0,0.005600000000000001,0.002143,0.0,0.004638000000000001,0.004729,0.0,0.003189,0.0034860000000000004,0.007778
148,WARREN,0.0053479999999999995,0.007058,0.005,0.007559999999999999,0.007962,0.0,0.006667000000000001,0.006667000000000001,0.0,0.006,0.008571,0.0,0.003333,0.003333,0.0,0.005714,0.003333,0.0,0.003932,0.0041670000000000006,0.0
149,WASHINGTON,0.0058850000000000005,0.007177,0.006667000000000001,0.007895,0.007897,0.006667000000000001,0.004737,0.004,0.0,0.005909,0.007742,0.0,0.003,0.01,0.0,0.00625,0.004375,0.0,0.003271,0.004787,0.0
150,WAYNE,0.004972,0.006159,0.0,0.00713,0.007184,0.006,0.005676,0.005926,0.0,0.003741,0.00375,0.0,0.007273000000000001,0.004444,0.0,0.005,0.0049369999999999995,0.0,0.004365,0.004561,0.01
151,WEBSTER,0.007213,0.008162,0.01,0.008301999999999999,0.008529000000000002,0.0,0.01,0.003333,0.0,0.005,0.006667000000000001,0.01,0.01,0.0,0.0,0.007143,0.00625,0.0,0.004118,0.007308,0.0
152,WHEELER,0.005965000000000001,0.007027,0.0,0.0072970000000000005,0.0071530000000000005,0.01,0.0,0.005,0.0,0.007332999999999999,0.005385,0.0,0.01,0.01,0.0,0.006999999999999999,0.007143,0.0,0.003295,0.003973,0.0
153,WHITE,0.003926,0.006751999999999999,0.0,0.007020000000000001,0.007203,0.006364,0.007097,0.007179000000000001,0.01,0.005591,0.006476000000000001,0.0,0.005,0.006774,0.0,0.005429,0.006,0.0,0.004418999999999999,0.004734,0.005
154,WHITFIELD,0.005183,0.0064280000000000006,0.0,0.007092,0.007276,0.006923,0.006723,0.006644,0.01,0.004922999999999999,0.00579,0.006875,0.005294,0.006154,0.0,0.005538,0.005096000000000001,0.01,0.004626,0.005103,0.004762
155,WILCOX,0.004842,0.006456999999999999,0.0,0.007569,0.0075650000000000005,0.01,0.004444,0.003636,0.0,0.004783,0.005,0.0,0.0025,0.01,0.0,0.003333,0.005385,0.0,0.00375,0.004259000000000001,0.0
156,WILKES,0.005658,0.007056999999999999,0.008333,0.007693000000000001,0.007857,0.01,0.007778,0.006470999999999999,0.0,0.0044,0.004583,0.0,0.002857,0.007143,0.0,0.0055000000000000005,0.005143,0.0,0.0038069999999999996,0.004737,0.005
157,WILKINSON,0.006099,0.0077469999999999995,0.005,0.007406,0.007534000000000001,0.006667000000000001,0.0025,0.006364,0.0,0.004286,0.004667,0.0,0.0075,0.006667000000000001,0.0,0.005294,0.004091,0.0,0.003709,0.004626,0.0
158,WORTH,0.00483,0.006103000000000001,0.01,0.007043000000000001,0.007054,0.01,0.006999999999999999,0.005417000000000001,0.0,0.0052380000000000005,0.004222,0.0,0.005,0.002222,0.0,0.006,0.00525,0.0,0.00295,0.00396,0.006
