,tweet_id,county
3200,1.3165671980690678e+18,Dodge County
3207,1.3166508673664696e+18,Cobb County
3211,1.3167071251255788e+18,Bartow County
3212,1.3167075563001242e+18,Dawson County
3222,1.3167372800741868e+18,Gwinnett County
3223,1.3167374430607565e+18,Walton County
3231,1.3167611321792225e+18,Henry County
3235,1.3167874180544307e+18,Cobb County
3241,1.3168051765571748e+18,DeKalb County
3249,1.316831353846018e+18,Long County
3250,1.316831802829439e+18,Long County
3251,1.3168323915252736e+18,Fulton County
3252,1.3168325640118272e+18,Long County
3253,1.3168335337475072e+18,Long County
3258,1.316847951931736e+18,Fulton County
3261,1.316853885177344e+18,Gilmer County
3262,1.3168538878699684e+18,Gilmer County
3267,1.3169003084135342e+18,Fulton County
3272,1.316902961226928e+18,Gwinnett County
3291,1.316914489648943e+18,Dodge County
3303,1.3169295881325363e+18,Dodge County
3310,1.3169678882810225e+18,Cobb County
3320,1.317055840554287e+18,Long County
3321,1.317063079277056e+18,Dade County
3322,1.3170689644182323e+18,Bartow County
3324,1.3170842084021903e+18,Cobb County
3330,1.3170996304427786e+18,Dodge County
3334,1.3171421969031578e+18,Cobb County
3336,1.3171444753539932e+18,Cobb County
3337,1.317146555820933e+18,Cobb County
3343,1.3171671717310996e+18,Gwinnett County
3352,1.317195881158865e+18,Henry County
3361,1.3172128128218604e+18,Cobb County
3362,1.317228810522235e+18,Dodge County
3363,1.317237566576464e+18,Long County
3364,1.3172378951540613e+18,Long County
3365,1.3172381247460188e+18,Long County
3372,1.3172590087393362e+18,Dodge County
3377,1.3172768794732872e+18,Dodge County
3379,1.3172954389999903e+18,Cobb County
3386,1.3173318348884787e+18,Lumpkin County
3394,1.3174519334106153e+18,Bartow County
3407,1.3175227591661855e+18,Long County
3412,1.317568637767766e+18,Cobb County
3417,1.3175902712956887e+18,Chattooga County
3418,1.31761383625864e+18,Dodge County
3421,1.3176304456563958e+18,Dodge County
3422,1.3176402578489385e+18,Dodge County
3423,1.3176403548758016e+18,Long County
3425,1.3176580963034726e+18,Cobb County
3430,1.3177308676918518e+18,Toombs County
3432,1.3177706485933343e+18,Bartow County
3433,1.31777310545306e+18,Bartow County
3441,1.3178488485770117e+18,Gwinnett County
3443,1.3178669002826383e+18,Gwinnett County
3444,1.317867257477976e+18,Dodge County
3448,1.317876571563303e+18,Fulton County
3453,1.317895621634818e+18,Gwinnett County
3458,1.3179281072240148e+18,DeKalb County
3459,1.3179365923134464e+18,Long County
3460,1.3179369161935135e+18,Long County
3461,1.3179373627778867e+18,Long County
3462,1.3179396038322463e+18,Long County
3464,1.3179410314977976e+18,Long County
3465,1.317946501277098e+18,Long County
3474,1.3180037750518047e+18,Brooks County
3487,1.318156119278342e+18,Camden County
3488,1.318157042612392e+18,Bartow County
3494,1.31817887404433e+18,Gwinnett County
3495,1.3181820714042982e+18,Cobb County
3497,1.3181865234145894e+18,Henry County
3502,1.3182108122011648e+18,Henry County
3505,1.318226692440232e+18,Henry County
3506,1.3182501932763914e+18,Henry County
3509,1.3183049640920596e+18,Brooks County
3518,1.3183640507665736e+18,Dodge County
3519,1.318364627944788e+18,Coweta County
3521,1.318371806147973e+18,Dade County
3531,1.3184861865418547e+18,Cobb County
3532,1.3185042637824532e+18,Cobb County
3533,1.31851807563384e+18,Gwinnett County
3539,1.3185266187852268e+18,Cobb County
3542,1.3185278444615434e+18,Cobb County
3543,1.3185303644664668e+18,Cobb County
3544,1.3185327059282166e+18,Cobb County
3547,1.318536695625732e+18,Cobb County
3549,1.3185488181247345e+18,Cobb County
3550,1.318550048473518e+18,Henry County
3559,1.3185818752086385e+18,Henry County
3563,1.318590600246186e+18,Lumpkin County
3566,1.318603308626477e+18,Cobb County
3567,1.3186134192564347e+18,Cobb County
3568,1.3186135871793644e+18,Henry County
3573,1.3186456747542733e+18,Henry County
3574,1.3186683634014085e+18,Cobb County
3575,1.3186684863197594e+18,Cobb County
3579,1.3187155077643305e+18,Bartow County
3581,1.318724585974567e+18,Cobb County
3586,1.318741503297151e+18,Dodge County
3587,1.3187537498258924e+18,Dodge County
3588,1.318761477440983e+18,Cobb County
3591,1.3187869397896763e+18,Cobb County
3593,1.3187999881352356e+18,Cobb County
3595,1.3188517396264591e+18,Bartow County
3602,1.3188918785579008e+18,Cobb County
3608,1.318936908521767e+18,Brooks County
3614,1.318958143485956e+18,Dodge County
3615,1.3189589922663178e+18,Fulton County
3616,1.3189626738250752e+18,Dodge County
3617,1.3189651902438523e+18,Dodge County
3624,1.3189916993354752e+18,Henry County
3628,1.3190094209998848e+18,Gwinnett County
3629,1.319009634942935e+18,Gwinnett County
3635,1.319027632533635e+18,Cobb County
3641,1.3190633535836529e+18,Cobb County
3643,1.31907089685069e+18,Dodge County
3644,1.319073727892607e+18,Cobb County
3646,1.3190742138865705e+18,Cobb County
3659,1.3191249627168645e+18,Long County
3662,1.3191289140155105e+18,Cobb County
3663,1.3191309251800678e+18,Cobb County
3671,1.3191671789486817e+18,Unknown
3674,1.3191975536200376e+18,Cobb County
3676,1.3192019312781107e+18,Carroll County
3677,1.3192264436252344e+18,Bartow County
3683,1.3192497347506053e+18,Gwinnett County
3687,1.3192642942913618e+18,Long County
3688,1.319264847469695e+18,Cobb County
3690,1.3192684881171046e+18,Cobb County
3691,1.319268733823615e+18,Cobb County
3692,1.3192707029906964e+18,Cobb County
3696,1.3192984766104822e+18,Henry County
3700,1.3193160589526835e+18,Cobb County
3704,1.3193202830823342e+18,Dodge County
3705,1.319320939927044e+18,Cobb County
3707,1.319338238452986e+18,Henry County
3708,1.319338654721081e+18,Fulton County
3711,1.319344038294786e+18,Fulton County
3716,1.3193705815364854e+18,Henry County
3719,1.319379060842238e+18,Fulton County
3722,1.3194031399892296e+18,Dodge County
3733,1.3194356330819297e+18,Gwinnett County
3739,1.319441127666307e+18,Chatham County
3747,1.3194458495802e+18,Cobb County
3756,1.3194468572114043e+18,Cobb County
3758,1.3194471821525074e+18,Cobb County
3761,1.3194475267396362e+18,Liberty County
3814,1.31945323383271e+18,Dodge County
3816,1.3194534022339748e+18,Cobb County
3818,1.3194535002549166e+18,Bartow County
3822,1.3194537524584202e+18,Dodge County
3827,1.319453876651688e+18,Cobb County
3830,1.3194540527580037e+18,Cobb County
3837,1.319454767651971e+18,Dodge County
3842,1.3194553511382876e+18,Dodge County
3843,1.3194554286155407e+18,Gwinnett County
3846,1.319455955965313e+18,Cobb County
3851,1.3194565981804175e+18,Long County
3872,1.3194585883525366e+18,Cobb County
3879,1.3194594113588306e+18,Cobb County
3884,1.3194597437449052e+18,Long County
3889,1.3194599801861898e+18,Cobb County
3890,1.3194600647056097e+18,Dodge County
3898,1.319460762457428e+18,Walker County
3905,1.3194614024495022e+18,Dodge County
3908,1.319461561073832e+18,Cobb County
3910,1.3194619558165957e+18,Long County
3913,1.3194622150204334e+18,Long County
3917,1.3194626818170798e+18,Baldwin County
3923,1.319463439706751e+18,Cobb County
3925,1.3194636192817723e+18,Dodge County
3931,1.3194644260560937e+18,Long County
3936,1.3194649875182428e+18,Walker County
3948,1.319466492690301e+18,Cobb County
3953,1.319466998288601e+18,Long County
3956,1.319467199128621e+18,Fulton County
3958,1.3194673123790234e+18,Walker County
3966,1.3194680620815073e+18,Long County
3968,1.319468261126361e+18,Fannin County
3970,1.3194683324169298e+18,Long County
3972,1.319468424318374e+18,Henry County
3974,1.319468918113735e+18,Cobb County
3988,1.3194726988719596e+18,Long County
4007,1.319482016027607e+18,Cobb County
4008,1.3194833309167163e+18,Cobb County
4014,1.319487953194881e+18,Cobb County
4016,1.319488591660286e+18,Camden County
4018,1.3194899956531569e+18,Camden County
4022,1.3194909930502758e+18,Chattooga County
4034,1.319517370126377e+18,Walker County
4038,1.319564479047164e+18,Henry County
4050,1.319622776836268e+18,Bartow County
4052,1.3196280220187894e+18,Henry County
4053,1.3196362033484882e+18,Henry County
4064,1.319659874825941e+18,Lumpkin County
4065,1.3196601067624407e+18,Henry County
4069,1.3196727754522624e+18,Cobb County
4071,1.319676913246458e+18,Cobb County
4073,1.3196838263277036e+18,Cobb County
4075,1.3196874259842867e+18,Cobb County
4077,1.3196920705130414e+18,Henry County
4078,1.319697986671313e+18,Fulton County
4080,1.3197000224312566e+18,Gwinnett County
4082,1.3197081751388406e+18,Henry County
4085,1.3197162267471217e+18,Henry County
4086,1.3197178888198676e+18,Fulton County
4089,1.3197243452924436e+18,Fulton County
4094,1.3197480676088586e+18,Henry County
4099,1.3197564978118902e+18,Gwinnett County
4102,1.3197791954011955e+18,Rockdale County
4105,1.319806579651322e+18,Dodge County
4109,1.3198152379908424e+18,Fulton County
4114,1.3198528981682094e+18,Cobb County
4115,1.3198537131047854e+18,Cobb County
4118,1.3199273713953137e+18,Henry County
4124,1.31997415793374e+18,Long County
4130,1.3199970470770442e+18,Gwinnett County
4131,1.319999847164883e+18,Henry County
4135,1.3200152705184154e+18,Emanuel County
4136,1.3200162129867858e+18,Toombs County
4139,1.320023022921724e+18,Gwinnett County
4141,1.3200256661930762e+18,Walker County
4145,1.3200390226606244e+18,Gwinnett County
4151,1.3200904349333258e+18,Gwinnett County
4152,1.320092939834491e+18,Bulloch County
4161,1.3201125829387223e+18,Gwinnett County
4162,1.3201142691495404e+18,Cobb County
4166,1.320124689889456e+18,Walker County
4172,1.3201440203461468e+18,Dodge County
4173,1.320145687418409e+18,Gwinnett County
4175,1.320151353516327e+18,Long County
4176,1.320155395248345e+18,Cobb County
4177,1.320162451388797e+18,Bartow County
4179,1.3201754379522417e+18,Long County
4182,1.3202045401472696e+18,Bartow County
4187,1.3202319212390769e+18,Gwinnett County
4190,1.3202897632833044e+18,Cobb County
4194,1.3203340381005496e+18,Cobb County
4199,1.3203454796627397e+18,Cobb County
4201,1.320350632855933e+18,Dodge County
4204,1.3203567584817357e+18,Cobb County
4209,1.3203605974191022e+18,Bartow County
4210,1.3203622091601592e+18,Dodge County
4217,1.3203731753399296e+18,Fulton County
4221,1.3203911615892562e+18,Dade County
4226,1.320399702974673e+18,Lowndes County
4230,1.3204181300454031e+18,Fulton County
4232,1.3204194188166308e+18,Long County
4233,1.3204210177691238e+18,Cobb County
4241,1.320448285451182e+18,Lowndes County
4245,1.3204584121913713e+18,Cobb County
4252,1.3205137262991647e+18,Long County
4253,1.3205141369844283e+18,Long County
4254,1.3205151595431936e+18,Long County
4264,1.3206294366985298e+18,Brooks County
4265,1.3206521449748603e+18,Henry County
4268,1.3206850606899282e+18,Cobb County
4274,1.3207102048252396e+18,Bartow County
4275,1.320715651556741e+18,Gwinnett County
4276,1.3207182800137871e+18,Cobb County
4285,1.3207495163420754e+18,Cobb County
4286,1.3207562061436357e+18,Henry County
4290,1.3207761941456077e+18,Dodge County
4296,1.3207881691266253e+18,Henry County
4302,1.320818803421401e+18,Henry County
4303,1.3208264709362893e+18,Long County
4312,1.3208737664031662e+18,Cobb County
4315,1.3208886820150026e+18,Dodge County
4322,1.32090854596617e+18,Gwinnett County
4323,1.3209112926481162e+18,Cobb County
4324,1.3209280845944627e+18,Long County
4332,1.3210122743924204e+18,Cobb County
4333,1.3210141559780516e+18,Henry County
4335,1.3210259549662863e+18,Cobb County
4339,1.321077699629052e+18,Henry County
4348,1.3211021333164892e+18,Cobb County
4356,1.321132001445978e+18,Bartow County
4357,1.3211321465941115e+18,Bartow County
4358,1.321141160656724e+18,Long County
4360,1.321141494154031e+18,Henry County
4372,1.3211731355096433e+18,Cobb County
4378,1.3211782323649782e+18,Lowndes County
4400,1.3212122713228698e+18,Gwinnett County
4408,1.3212222914648187e+18,Gwinnett County
4410,1.3212341676240282e+18,Long County
4411,1.3212349547691254e+18,Long County
4413,1.321247299855618e+18,Dodge County
4414,1.3212497574367803e+18,Gwinnett County
4417,1.3212531598100644e+18,Long County
4420,1.321258723919147e+18,Long County
4426,1.3212661248567214e+18,Long County
4428,1.3212738204272271e+18,Lumpkin County
4429,1.321278775024386e+18,Lumpkin County
4431,1.3212851690604503e+18,Long County
4439,1.3213080383562138e+18,Fulton County
4440,1.3213107587859456e+18,Cobb County
4445,1.3213766705409434e+18,Henry County
4446,1.3213792039048438e+18,Cobb County
4455,1.321427444612608e+18,Rockdale County
4456,1.32144034036088e+18,Henry County
4457,1.3214430856924242e+18,Cobb County
4458,1.3214473049692324e+18,Gwinnett County
4460,1.321448936561877e+18,Bartow County
4463,1.321472549687976e+18,Henry County
4466,1.3214939263527365e+18,Dodge County
4467,1.321493938293932e+18,Fulton County
4468,1.3214940668283208e+18,Fulton County
4469,1.3214943238468772e+18,Fulton County
4470,1.3214946663244145e+18,Fulton County
4471,1.3214948925148447e+18,Fulton County
4472,1.3214952046465595e+18,Fulton County
4473,1.3214959281765458e+18,Fulton County
4474,1.3214966002927903e+18,Fulton County
4475,1.321497080565817e+18,Fulton County
4476,1.3214974176326328e+18,Fulton County
4477,1.321497602723033e+18,Fulton County
4478,1.3214976850991882e+18,Fulton County
4479,1.3214977734354002e+18,Fulton County
4485,1.3215110400064266e+18,Dodge County
4486,1.321512187966337e+18,Henry County
4487,1.3215135586230843e+18,Dodge County
4491,1.321523340742447e+18,Walker County
4493,1.3215255954324316e+18,Walker County
4494,1.3215262507673436e+18,Walker County
4495,1.3215280457405522e+18,Henry County
4498,1.3215438979909263e+18,Henry County
4502,1.321558507955622e+18,Cobb County
4503,1.3215622138665247e+18,Cobb County
4504,1.3215754801101169e+18,Henry County
4508,1.3216076858889871e+18,Dodge County
4511,1.321624875430273e+18,Gwinnett County
4521,1.321663910479614e+18,Cobb County
4523,1.3216770888653742e+18,Gwinnett County
4525,1.3216856514194678e+18,Gwinnett County
4526,1.321698441702056e+18,Walker County
4531,1.3217854218908344e+18,Cobb County
4532,1.3217934679625318e+18,Bartow County
4533,1.3217958402441544e+18,Cobb County
4538,1.3218154582202532e+18,Cobb County
4543,1.3218327077442396e+18,Cobb County
4545,1.321835955590992e+18,Cobb County
4551,1.3218745736214897e+18,Henry County
4553,1.3218943679263744e+18,Henry County
4556,1.321905907937112e+18,Henry County
4564,1.3219648615559537e+18,Cobb County
4567,1.32201611498607e+18,Cobb County
4569,1.3220204113501755e+18,Gwinnett County
4571,1.3220338629569946e+18,DeKalb County
4575,1.3220891788684042e+18,Cobb County
4577,1.3221016985134326e+18,Henry County
4579,1.3221340632479867e+18,Bartow County
4581,1.3221369613232497e+18,Long County
4592,1.3222047492114637e+18,Henry County
4608,1.3222285290235167e+18,Henry County
4622,1.3222841493952594e+18,Henry County
4635,1.3223559272411054e+18,Cobb County
4638,1.3223652096259236e+18,Dodge County
4640,1.3223665903824732e+18,Long County
4643,1.322372782114689e+18,Dodge County
4648,1.3224063488359834e+18,Walker County
4652,1.322470305626022e+18,Long County
4653,1.3225017733624504e+18,Cobb County
4654,1.3225069989912005e+18,Cobb County
4659,1.3225316068637737e+18,Dodge County
4660,1.3225325732397425e+18,Bartow County
4661,1.322545197193044e+18,Fulton County
4664,1.322554199889109e+18,Cobb County
4669,1.3225728836301865e+18,Lumpkin County
4675,1.3226056262210396e+18,Gwinnett County
4678,1.322614488466686e+18,Gwinnett County
4693,1.322680057740071e+18,Cobb County
4701,1.3227168194220892e+18,Long County
4703,1.3227182352933396e+18,Long County
4706,1.3227532270252278e+18,Chattooga County
4709,1.322816749742547e+18,Chattooga County
4720,1.3228731849836708e+18,Gwinnett County
4721,1.3228755170460508e+18,Cobb County
4722,1.3228779764893737e+18,Gwinnett County
4723,1.322878598135558e+18,Gwinnett County
4724,1.3228793239221453e+18,Cobb County
4725,1.3228817730433595e+18,Bartow County
4727,1.3228838046677606e+18,Cobb County
4729,1.3228874190840873e+18,Cobb County
4743,1.3229285689224438e+18,Fulton County
4754,1.3229588413744538e+18,Cobb County
4758,1.3229785068679864e+18,Long County
4759,1.3229791021487268e+18,Long County
4760,1.3229831240417157e+18,Long County
4762,1.3229892471257702e+18,Cobb County
4763,1.322990185714385e+18,Cobb County
4772,1.3230165344370934e+18,Dodge County
4779,1.3230425947467612e+18,Gwinnett County
4788,1.3230928020419748e+18,Chattooga County
4798,1.323141126354854e+18,Cobb County
4802,1.3231867053447127e+18,Cobb County
4803,1.3231884805544018e+18,Henry County
4808,1.3232307300471808e+18,Cobb County
4809,1.3232314120115855e+18,Cobb County
4818,1.3232486857995835e+18,Bartow County
4829,1.3232839760820716e+18,Cobb County
4833,1.323292565773394e+18,Walker County
4835,1.3232958819663544e+18,Gwinnett County
4839,1.3233197119506227e+18,Gwinnett County
4845,1.3233325585332634e+18,Henry County
4849,1.3233436911095355e+18,Gwinnett County
4850,1.3233443694585324e+18,Gwinnett County
4851,1.3233448683794022e+18,Gwinnett County
4852,1.323345366381699e+18,Gwinnett County
4853,1.3233471476439327e+18,Gwinnett County
4855,1.323347531594695e+18,Gwinnett County
4856,1.3233477501932298e+18,Gwinnett County
4857,1.3233484130652283e+18,Henry County
4859,1.323356462874284e+18,Henry County
4860,1.3233588698301809e+18,Cobb County
4864,1.3233680165209252e+18,Cobb County
4866,1.3233717794072044e+18,Gwinnett County
4872,1.3233884571803443e+18,Gwinnett County
4873,1.3233913221836636e+18,Gwinnett County
4894,1.3234734487111926e+18,Henry County
4908,1.3235458667251712e+18,Cobb County
4944,1.3236415163515126e+18,Cobb County
4952,1.3236543997350584e+18,Cobb County
4960,1.3236728414228562e+18,Unknown
4965,1.3236867661722788e+18,Henry County
4981,1.323726999358075e+18,Fulton County
4984,1.3237348759381688e+18,Cobb County
4991,1.3237417759289754e+18,Gwinnett County
4994,1.3237465469874872e+18,Gwinnett County
5027,1.3237986480110838e+18,Gwinnett County
5029,1.3238017443469394e+18,Fulton County
5036,1.3238060501982536e+18,Henry County
5055,1.3238381180768297e+18,Cobb County
5062,1.3238461407023964e+18,Cobb County
5067,1.323857977997144e+18,Liberty County
5123,1.3239049797998592e+18,Cobb County
5132,1.3239316275384934e+18,Gwinnett County
5133,1.3239514325429166e+18,Cobb County
5141,1.3239645482363535e+18,Gwinnett County
5142,1.323964717128405e+18,Gwinnett County
5170,1.3240302217424937e+18,Cobb County
5173,1.3240308585509806e+18,Cobb County
5216,1.324081867545473e+18,Henry County
5220,1.3240862909341243e+18,Rockdale County
5258,1.324108107635708e+18,Gwinnett County
5263,1.3241097657112207e+18,Cobb County
5273,1.324126805809369e+18,Gwinnett County
5277,1.3241304373592678e+18,Henry County
5310,1.3241823148559114e+18,Harris County
5315,1.3241895914490634e+18,Gwinnett County
5339,1.3242915934284882e+18,Cobb County
5340,1.324305370005803e+18,Gwinnett County
5341,1.3243067577877504e+18,Cobb County
5347,1.3243482486566298e+18,Long County
5348,1.3243560088195113e+18,Chattooga County
5349,1.3243623889053532e+18,Cobb County
5355,1.3243716581702328e+18,Henry County
5357,1.3243791323782062e+18,Cobb County
5372,1.3244147568963338e+18,Gwinnett County
5376,1.3244284092341658e+18,Cobb County
5402,1.3244783084285338e+18,Gwinnett County
5463,1.3245752498710528e+18,Cobb County
5479,1.324646474660139e+18,Cobb County
5482,1.3246476030034125e+18,Cobb County
5526,1.324707037784232e+18,Cobb County
5533,1.3247143773003776e+18,Berrien County
5538,1.3247160794747617e+18,Cobb County
5547,1.3247279057468662e+18,Cobb County
5564,1.3247557236544512e+18,Cobb County
5570,1.3247593889812398e+18,Gwinnett County
5574,1.3247624616654602e+18,Gwinnett County
5581,1.3247740123340186e+18,Bartow County
5590,1.3247955456056033e+18,Cobb County
5592,1.3247975151416975e+18,Gwinnett County
5594,1.3248008461363036e+18,Cobb County
5603,1.324836998637564e+18,Gwinnett County
5641,1.3249804842675036e+18,Cobb County
5643,1.3249974680571986e+18,Gwinnett County
5646,1.325054574089134e+18,Cobb County
5647,1.3250613236176036e+18,Cobb County
5648,1.3250717218551355e+18,Cobb County
5649,1.325075172467073e+18,Cobb County
5657,1.325102066054951e+18,DeKalb County
5660,1.3251100625877934e+18,Fulton County
5661,1.3251104708529316e+18,Gwinnett County
5666,1.325112441664123e+18,Gwinnett County
5743,1.325117776059654e+18,Liberty County
5772,1.3251198674779177e+18,Cobb County
5781,1.325120664253178e+18,Chattooga County
5783,1.3251207059949076e+18,Cobb County
5812,1.3251233065472614e+18,Gwinnett County
5833,1.325125537992495e+18,Cobb County
5876,1.3251316350548992e+18,Chattooga County
5892,1.3251342571158446e+18,Cobb County
5906,1.325136447813288e+18,Cobb County
5948,1.325147004780114e+18,Fulton County
5985,1.3251563386374308e+18,Gwinnett County
5999,1.325161746642989e+18,Cobb County
6060,1.325196109006844e+18,Gwinnett County
6067,1.3252003327884124e+18,DeKalb County
6068,1.325200944867373e+18,DeKalb County
6071,1.3252013358940774e+18,DeKalb County
6072,1.3252018164313088e+18,DeKalb County
6076,1.3252033029052375e+18,DeKalb County
6079,1.325205169534079e+18,DeKalb County
6083,1.3252075477254226e+18,Henry County
6097,1.3252170979836846e+18,Gwinnett County
6100,1.325219664880939e+18,Cobb County
6122,1.3252424784511754e+18,Gwinnett County
6123,1.3252428507585044e+18,Gwinnett County
6124,1.325243108641157e+18,Gwinnett County
6145,1.3252523987015516e+18,Cobb County
6151,1.325253429506224e+18,Camden County
6156,1.3252541272539095e+18,Gwinnett County
6170,1.325262568068436e+18,Henry County
6187,1.325274685425279e+18,Henry County
6223,1.3254193830286746e+18,Cobb County
6225,1.3254262116281344e+18,Cobb County
6226,1.325427622667563e+18,Cobb County
6227,1.325433183433859e+18,Cobb County
6228,1.325435491806802e+18,Cobb County
6233,1.3254447867242373e+18,Fulton County
6235,1.3254545799333396e+18,Cobb County
6236,1.325455458535174e+18,Walton County
6239,1.3254610180976763e+18,Cobb County
6241,1.3254703013045985e+18,Cobb County
6244,1.3254752158459412e+18,Cobb County
6247,1.3254810764464087e+18,Rockdale County
6249,1.3254855882885734e+18,Cobb County
6254,1.3254994257294172e+18,Cobb County
6258,1.3255134254898913e+18,Cobb County
6259,1.325514649400447e+18,Cobb County
6264,1.325560044444848e+18,Cobb County
6307,1.325263219452154e+18,Cobb County
6318,1.325274784750465e+18,Laurens County
6321,1.3252835318793052e+18,Cobb County
6337,1.325419289722155e+18,Cobb County
6338,1.3254195178377626e+18,Cobb County
6339,1.3254201337419653e+18,Cobb County
6340,1.3254202545253458e+18,Cobb County
